Id,Prediction
364,5964966.265
365,4452032.045
366,3410136.864
367,3996553.136
368,3930089.289
369,5486971.31
370,4124875.473
371,4805524.198
372,5158239.068
373,6535509.032
374,4420696.947
375,5004264.172
376,3722012.67
377,4450867.594
378,5967062.381
379,4745173.682
380,5028995.501
381,4166787.027
382,4046049.543
383,5698365.69
384,4797661.304
385,6886994.387
386,5008842.189
387,5124386.745
388,5201887.761
389,4550609.198
390,5721384.64
391,4202999.14
392,4065428.105
393,4581932.704
394,6179980.95
395,3951406.724
396,5393658.477
397,5474822.884
398,6019118.491
399,5608890.891
400,3130271.077
401,4013375.705
402,4396880.381
403,5124161.122
404,3831808.359
405,4652565.075
406,4547115.558
407,4824290.085
408,3009396.519
409,3713325.104
410,4133326.118
411,4789097.842
412,4743705.98
413,5937032.153
414,5708571.294
415,4948924.094
416,6262857.858
417,2824607.101
418,4040681.924
419,4256405.501
420,4642260.105
421,5294541.076
422,5217316.898
423,3931117.638
424,5235604.751
425,4854579.467
426,4825914.473
427,4263265.693
428,4898587.41
429,4249398.89
430,3582478.238
431,4226044.086
432,3215995.9
433,5696776.092
434,4315003.545
435,4956416.074
436,4808859.176
437,2871794.326
438,4024185.718
439,5354776.525
440,5355543.416
441,5013872.939
442,4859786.419
443,5966328.109
444,5107392.844
445,5927342.471
446,6750222.403
447,4419230.361
448,5018211.735
449,7716980.186
450,5865601.679
451,3416393.945
452,4381690.934
453,5187811.147
454,5270215.007
455,4286777.282
456,3968723.505
457,4258943.407
458,4238840.128
459,2994007.377
460,5387227.788
461,5033994.859
462,6553107.835
463,3964937.535
464,5125068.138
465,4037404.965
466,4763448.729
467,4052821.695
468,3856578.804
469,4884934.981
470,4259628.075
471,5166088.949
472,3685761.5
473,4667570.178
474,5448520.771
475,4451239.079
476,3809227.453
477,4992037.29
478,4839749.174
479,5900173.794
480,4585469.755
481,7089685.788
482,4156397.948
483,4653686.911
484,6429209.744
485,4245071.183
486,4964184.81
487,5354808.035
488,4886366.758
489,4114273.743
490,5063773.425
491,3177211.188
492,4952213.771
493,5689008.859
494,4791592.183
495,4546792.466
496,5096317.857
497,4783505.648
498,4469524.434
499,4474621.878
500,4908604.304
501,3233303.223
502,4571511.36
503,6554953.716
504,4697197.228
505,4153970.279
506,4387023.836
507,5021591.468
508,4026129.854
509,4805534.263
510,5374243.906
511,5641516.236
512,2873378.926
513,6299180.136
514,3734395.42
515,3120253.591
516,3691543.943
517,5038414.76
518,4478954.338
519,4779341.296
520,4549990.948
521,6383391.098
522,6316311.015
523,5429064.859
524,4989099.438
525,5632736.189
526,3852977.252
527,5399863.617
528,6015572.813
529,5124706.964
530,4030929.43
531,5011149.211
532,5015513.94
533,4159307.027
534,5128046.343
535,4441587.867
536,4759058.974
537,4596241.249
538,3830466.371
539,5142197.638
540,4962851.312
541,4115597.883
542,4532261.194
543,4478443.13
544,4725727.001
545,4599866.242
546,3368082.103
547,4987032.919
548,4564948.794
549,4268767.3
550,3855514.256
551,4442795.16
552,4874516.776
553,5906787.081
554,4735919.178
555,4628427.337
556,3248911.944
557,5357070.322
558,4069571.366
559,4841731.425
560,4700974.603
561,6330724.911
562,3182035.642
563,4808920.371
564,4016995.732
565,4918784.464
566,3029981.69
567,5761026.523
568,4455162.992
569,4429130.312
570,5676678.566
571,6399744.002
572,4451017.425
573,4766103.163
574,4055394.57
575,3319370.069
576,8385355.285
577,4306628.298
578,3959995.74
579,4453507.543
580,4435162.115
581,4692239.715
582,5237011.61
583,4711124.989
584,4732273.42
585,5218540.263
586,3515969.018
587,4286176.338
588,6486800.068
589,4402150.094
590,4584375.501
591,4017209.823
592,4293437.424
593,3759699.46
594,3925858.341
595,3577083.598
596,5075943.355
597,4611448.482
598,4515451.255
599,5994436.963
600,5723448.165
601,5461256.076
602,5976177.505
603,3581975.515
604,3303652.493
605,4177678.465
606,3752646.113
607,3764929.181
608,3368485.303
609,5467509.236
610,5941954.332
611,3239422.152
612,5115758.336
613,5042803.275
614,5364223.063
615,3973717.048
616,5309370.452
617,4822303.123
618,6220427.229
619,4892007.547
620,4235790.348
621,7015979.984
622,5058255.119
623,5053901.382
624,4092970.734
625,5036244.761
626,5199116.777
627,5640610.707
628,4029388.897
629,4703075.522
630,6997014.69
631,5562895.33
632,5604888.393
633,5631354.85
634,2986879.75
635,4507804.216
636,5108219.071
637,4088660.976
638,4607845.357
639,5112167.337
640,4957757.643
641,5144850.217
642,4114398.131
643,4978252.755
644,5091986.977
645,3454876.777
646,5251172.3
647,3782551.459
648,4277100.308
649,4334509.801
650,3361802.742
651,4492276.771
652,5841897.351
653,5771743.598
654,4734232.87
655,6354374.823
656,4079099.185
657,5767134.561
658,5714313.037
659,4379641.796
660,6641240.045
661,6195588.86
662,5236552.174
663,4917832.928
664,4086372.601
665,4251003.88
666,6067414.921
667,4163575.519
668,4254372.41
669,4481810.717
670,7300798.717
671,6207568.615
672,4221083.393
673,4627248.396
674,5878305.912
675,4329650.511
676,4585226.955
677,4175629.731
678,4341563.958
679,5390448.771
680,3341792.919
681,4844733.183
682,3984657.065
683,4769507.318
684,5000746.05
685,4979142.132
686,4326622.743
687,2784484.456
688,5865432.565
689,4418823.376
690,4196432.941
691,4264594.566
692,4053371.942
693,4510543.755
694,3947884.37
695,4052726.263
696,4540838.962
697,5461614.896
698,5699391.978
699,3608410.356
700,6149771.131
701,4795261.829
702,4927688.55
703,5524882.62
704,5143756.541
705,5899544.368
706,6008343.402
707,5215677.256
708,4693648.114
709,4207405.014
710,5052561.202
711,6481338.992
712,4483627.219
713,4496094.496
714,4500671.608
715,4737911.178
716,3775631.625
717,4496108.635
718,5022043.506
719,5623030.277
720,5644634.179
721,7230198.73
722,5031823.952
723,3476202.807
724,5072347.111
725,4356691.194
726,3261333.804
727,3875430.563
728,4118291.94
729,4523666.91
730,3965936.681
731,4497287.126
732,4271265.609
733,8662987.542
734,4841257.011
735,4561693.954
736,4342846.927
737,4961672.619
738,3873110.065
739,4314398.931
740,5340025.449
741,5292504.441
742,4916011.16
743,5640202.489
744,5657730.432
745,5437156.981
746,3880419.073
747,6261435.765
748,5778666.003
749,4701203.608
750,6557092.002
751,4049431.882
752,4367794.539
753,3108754.813
754,3489869.75
755,3892889.57
756,4073274.741
757,4662130.065
758,4027134.01
759,5622406.296
760,4351818.228
761,4089328.905
762,3968823.848
763,4116190.358
764,4873180.41
765,5991235.053
766,5188250.3
767,4191790.67
768,4560447.552
769,4683997.02
770,4205673.617
771,4727477.506
772,4463783.461
773,4229307.775
774,4500052.957
775,4503187.76
776,3948530.418
777,4573820.508
778,4544714.089
779,4154892.615
780,3888851.626
781,5285702.133
782,6190838.476
783,4321621.495
784,5808881.521
785,4360962.342
786,6902989.385
787,4774672.371
788,5550225.246
789,5053469.983
790,3678990.605
791,5247542.504
792,3505350.864
793,3833519.099
794,3838970.931
795,4755335.508
796,4067343.722
797,3213947.133
798,4340523.229
799,5219821.63
800,5798364.884
801,5994902.13
802,5039153.374
803,3947708.011
804,5091311.797
805,4407417.238
806,5508493.371
807,5175459.348
808,4544164.655
809,2979874.087
810,4788725.759
811,4891750.034
812,5186455.992
813,5005002.686
814,3683856.724
815,5142962.404
816,4524008.93
817,3949117.144
818,3976639.949
819,3654167.443
820,4758845.574
821,4651136.877
822,4701914.001
823,4837127.999
824,4379886.357
825,4524978.192
826,4887640.116
827,3085760.629
828,5364829.871
829,4418052.248
830,5173304.95
831,6599130.261
832,6091850.341
833,5428279.216
834,5961641.381
835,4054872.63
836,2836447.891
837,4846479.508
838,4091424.444
839,2928827.173
840,3898192.916
841,3480418.171
842,5648708.059
843,4857260.696
844,4613515.1
845,4772676.906
846,5176159.629
847,4850177.153
848,3311472.922
849,4312785.712
850,4722642.927
851,4635699.324
852,8077495.355
853,4024396.163
854,4494664.217
855,4010548.509
856,5658227.998
857,4490107.4
858,4167030.082
859,5125855.685
860,4919138.919
861,5299441.247
862,4303222.07
863,4913923.669
864,6650786.257
865,5864108.654
866,4405925.143
867,3919167.337
868,5067949.769
869,4844666.488
870,3386957.729
871,5065541.212
872,4625484.175
873,4590376.226
874,4429451.288
875,3781668.866
876,4066533.173
877,5558545.111
878,3108908.055
879,5302283.247
880,3446178.929
881,3706837.327
882,5900213.557
883,4335334.816
884,4744408.205
885,5887916.609
886,4273644.4
887,5261534.944
888,4039294.751
889,4757325.388
890,4343196.554
891,4419879.084
892,5323346.21
893,4440745.329
894,5347145.07
895,4487966.539
896,4612311.018
897,4607716.333
898,4741062.081
899,6008748.144
900,3521550.423
901,6850005.443
902,5268105.078
903,4223366.492
904,3491069.869
905,4430969.745
906,4933468.791
907,4122952.658
908,5104684.704
909,3699377.016
910,4942288.482
911,5999137.219
912,4205966.459
913,4592226.409
914,4011607.43
915,5393828.567
916,2221693.876
917,6276482.513
918,3947003.133
919,4746045.987
920,4112443.751
921,4112192.008
922,4968954.972
923,4429490.695
924,5283792.098
925,6247317.796
926,5138125.757
927,4056047.004
928,6025926.747
929,4531940.09
930,4321331.055
931,3921010.943
932,5112132.212
933,6540000.887
934,4305644.396
935,4526460.817
936,3807978.337
937,4531744.615
938,4472902.811
939,6509011.687
940,5108211.09
941,5096464.517
942,4480140.307
943,5303559.771
944,6129723.658
945,2698286.946
946,5286596.293
947,5039154.559
948,4972432.588
949,3276302.673
950,5881488.043
951,3719557.864
952,4247827.277
953,4368130.894
954,5646042.617
955,4761916.005
956,5175627.318
957,6551627.482
958,5427997.664
959,4382829.885
960,5331080.428
961,5065223.969
962,5297392.586
963,6131190.185
964,7017440.292
965,3822290.184
966,5229032.351
967,5613350.12
968,3645496.492
969,3864062.244
970,3422741.359
971,3390227.381
972,4121928.731
973,3771282.7
974,4443668.978
975,3713077.26
976,3675666.005
977,5045778.467
978,4891289.954
979,7239450.168
980,5040505.648
981,3157909.67
982,4616160.094
983,6140105.265
984,7719051.499
985,4643554.406
986,4125505.928
987,4479051.378
988,5864842.392
989,3916529.05
990,6403660.915
991,2803487.646
992,6453992.923
993,5817696.606
994,6655284.428
995,3684487.617
996,4744813.491
997,5411314.758
998,4828202.896
999,5529326.055
1000,4995634.032
1001,4626291.644
1002,3918455.84
1003,4956824.461
1004,5577328.41
1005,4995438.011
1006,6618945.728
1007,4697303.659
1008,3628373.406
1009,4438975.371
1010,4085273.91
1011,6294977.15
1012,4314163.902
1013,4757923.356
1014,4909641.32
1015,5103576.414
1016,5574160.304
1017,4821511.721
1018,4270938.635
1019,4971334.845
1020,4701364.39
1021,4092073.198
1022,5098242.627
1023,4302030.899
1024,4703161.766
1025,4939511.553
1026,4250838.41
1027,4539425.861
1028,5095694.28
1029,3883390.04
1030,5493077.355
1031,3918039.042
1032,3608846.199
1033,5837195.279
1034,5248915.78
1035,4026063.425
1036,4549182.119
1037,4377190.433
1038,4887936.094
1039,5755091.42
1040,4731983.413
1041,4285550.304
1042,3548539.187
1043,4756034.401
1044,4799504.276
1045,5434732.227
1046,5037066.705
1047,5320162.666
1048,4404544.298
1049,4933145.468
1050,4931675.238
1051,4110738.601
1052,4001948.484
1053,2948126.631
1054,6074671.035
1055,3050795.526
1056,7009733.409
1057,5481792.07
1058,3057088.385
1059,5952050.314
1060,5141210.187
1061,4658784.994
1062,5417451.341
1063,4902770.679
1064,5187332.647
1065,4721186.217
1066,7084669.513
1067,4772563.625
1068,4725009.601
1069,4728412.457
1070,4751798.566
1071,4236628.521
1072,4870595.322
1073,5493750.895
1074,5735194.878
1075,4347455.366
1076,4513176.308
1077,4007644.631
1078,3436162.072
1079,5755608.088
1080,4433241.675
1081,4161496.745
1082,4254325.198
1083,4571236.828
1084,3814861.804
1085,2774880.169
1086,5879946.237
1087,3919099.185
1088,4749712.121
1089,3566363.233
1090,5370290.6
1091,4657891.327
1092,4632230.075
1093,4843338.437
1094,5592678.475
1095,4257894.764
1096,3686284.982
1097,4315083.866
1098,4726570.173
1099,4879303.03
1100,4773274.245
1101,6268313.069
1102,3944756.706
1103,4461959.727
1104,4969834.107
1105,4319266.464
1106,4223282.006
1107,5229540.68
1108,5008236.067
1109,4675441.154
1110,4961331.53
1111,5638158.184
1112,4276339.424
1113,4099947.844
1114,4154014.702
1115,4250706.976
1116,4434354.673
1117,5614211.76
1118,5103848.847
1119,4275998.669
1120,5050230.259
1121,3169684.043
1122,4771238.975
1123,5399902.168
1124,4399875.622
1125,5767969.335
1126,4865856.925
1127,3470226.517
1128,4639404.787
1129,4405919.161
1130,4300921.532
1131,6048506.41
1132,4334779.374
1133,4443534.545
1134,5076501.598
1135,2793490.475
1136,4829201.698
1137,3995342.445
1138,5516545.081
1139,5307855.507
1140,5743377.307
1141,4547132.695
1142,4786827.509
1143,4058559.488
1144,4328712.33
1145,4870550.921
1146,4160215.211
1147,5702223.655
1148,4474378.743
1149,6201057.951
1150,4830404.956
1151,2860810.21
1152,5297587.595
1153,5123355.835
1154,4492583.498
1155,3381939.767
1156,4602977.7
1157,4763096.728
1158,5242336.466
1159,4180673.192
1160,4865173.133
1161,4744422.707
1162,4586926.462
1163,4520572.36
1164,4115421.041
1165,4895648.597
1166,5095851.388
1167,5063828.837
1168,4364460.492
1169,5622403.4
1170,4190808.427
1171,4425822.387
1172,2284064.285
1173,5710021.663
1174,3489869.75
1175,4414906.14
1176,5264710.351
1177,4904219.86
1178,4593058.792
1179,5063706.425
1180,4542609.881
1181,4672647.063
1182,6255264.333
1183,4578383.068
1184,3522750.239
1185,4019606.561
1186,5217542.469
1187,3821133.938
1188,5491645.147
1189,5053387.298
1190,5235739.156
1191,5364149.168
1192,4631991.353
1193,2973157.105
1194,5760465.362
1195,5167809.249
1196,4041050.869
1197,4319103.763
1198,4048186.921
1199,4402567.892
1200,8196712.419
1201,4714750.433
1202,4254926.313
1203,3567060.199
1204,4419444.004
1205,3992100.45
1206,5086866.404
1207,4778870.891
1208,4223611.382
1209,4850885.062
1210,4585504.555
1211,6580068.26
1212,4203822.139
1213,5240846.25
1214,4427058.503
1215,4839123.026
1216,4220932.045
1217,4492257.295
1218,4330075.119
1219,5543611.537
1220,4163635.641
1221,5044633.233
1222,5769169.716
1223,5363860.04
1224,6033035.407
1225,5473915.116
1226,5096456.028
1227,6294361.499
1228,4308379.883
1229,5834137.851
1230,4831289.678
1231,5219153.109
1232,3875696.331
1233,6005158.623
1234,5069080.078
1235,3508813.766
1236,4582758.956
1237,2912988.658
1238,4103960.155
1239,5075062.811
1240,4005236.515
1241,4100867.295
1242,6131136.717
1243,4606847.416
1244,4916623.028
1245,4472183.022
1246,3457535.545
1247,4593056.793
1248,3345958.794
1249,4742149.663
1250,4877091.886
1251,4151205.361
1252,4457743.527
1253,5280899.247
1254,4562927.72
1255,3833315.132
1256,4671688.669
1257,4610158.127
1258,5706379.575
1259,4151048.233
1260,4443189.624
1261,5686983.795
1262,4675965.691
1263,3925365.668
1264,4771720.83
1265,3583974.886
1266,3841408.118
1267,6264745.304
1268,3410163.555
1269,4777990.86
1270,3506252.132
1271,5882950.173
1272,5144709.856
1273,2993348.635
1274,4027188.323
1275,5609919.073
1276,4228012.254
1277,4549797.69
1278,4947040.184
1279,3489869.75
1280,4911466.405
1281,3972216.207
1282,4715503.194
1283,3826449.072
1284,5644199.598
1285,5594442.074
1286,3629862.503
1287,4181925.121
1288,5480453.02
1289,3050264.64
1290,4790015.255
1291,4023088.559
1292,7869715.062
1293,5668774.231
1294,5430617.708
1295,5047367.832
1296,5713647.047
1297,4798220.554
1298,5048328.817
1299,4251420.882
1300,4703098.446
1301,3399762.751
1302,5195240.394
1303,4985389.831
1304,4998634.19
1305,4824790.642
1306,4797890.757
1307,4772734.339
1308,6529144.997
1309,3566310.064
1310,5567734.92
1311,4837343.254
1312,4260400.132
1313,4930671.515
1314,5399743.453
1315,5023937.579
1316,4597355.855
1317,5157998.046
1318,5472116.628
1319,5398910.99
1320,5562668.689
1321,4467886.986
1322,5002322.044
1323,3991611.299
1324,5452687.902
1325,4049796.727
1326,4503186.973
1327,4956549.212
1328,4824817.479
1329,4825299.654
1330,6126247.579
1331,3860345.368
1332,4596031.733
1333,4012611.642
1334,4296068.217
1335,3654403.407
1336,2712200.015
1337,4875388.391
1338,3135190.713
1339,4372051.865
1340,3907114.473
1341,5600415.882
1342,4320310.574
1343,2641333.863
1344,8434952.941
1345,3510975.523
1346,4490701.153
1347,3981012.888
1348,4935411.845
1349,4050533.177
1350,4974950.95
1351,7389300.712
1352,4507879.336
1353,5153737.485
1354,4106020.743
1355,3694294.292
1356,4796718.984
1357,4615631.498
1358,5643511.866
1359,2738645.571
1360,3983321.255
1361,6190758.822
1362,4351799.994
1363,4784888.104
1364,4383371.322
1365,4875844.93
1366,4401603.966
1367,4575206.303
1368,5322387.943
1369,6092922.096
1370,4816164.922
1371,4977010.876
1372,8258511.016
1373,4879861.353
1374,3855277.036
1375,4380733.803
1376,4590853.332
1377,3823416.815
1378,5537469.386
1379,4730157.628
1380,6168813.073
1381,6931756.639
1382,4527264.397
1383,5939088.39
1384,4003099.324
1385,4518123.345
1386,4413552.468
1387,4107636.759
1388,5202137.323
1389,3683853.24
1390,4847795.753
1391,4271421.991
1392,4710093.153
1393,5508762.522
1394,5459796.707
1395,4504083.621
1396,4342863.993
1397,5660115.661
1398,4743541.22
1399,4865498.657
1400,4963608.107
1401,5900405.565
1402,5022852.523
1403,4691749.847
1404,4128128.157
1405,4858147.017
1406,4321541.309
1407,6246139.289
1408,4950181.092
1409,6517054.401
1410,4522285.937
1411,5752141.225
1412,4538344.609
1413,6052816.634
1414,4379130.55
1415,4754484.72
1416,5894075.196
1417,4432578.801
1418,4470155.029
1419,5834364.509
1420,5622845.756
1421,4912093.417
1422,4011350.343
1423,5304648.898
1424,5662843.55
1425,4917995.146
1426,3428748.551
1427,4520593.349
1428,4241816.126
1429,3658805.761
1430,5577395.223
1431,4002104.938
1432,5354669.564
1433,4731670.549
1434,3088082.984
1435,6935917.932
1436,4531047.531
1437,4909398.287
1438,3660671.909
1439,5533212.749
1440,5101119.849
1441,5238017.446
1442,3112473.914
1443,4146229.786
1444,5681510.45
1445,4535873.047
1446,5670298.302
1447,4586192.289
1448,4417792.304
1449,6442605.083
1450,5644569.596
1451,5103352.172
1452,4970193.459
1453,4380922.3
1454,6185393.542
1455,4448575.89
1456,5105991.959
1457,5196427.153
1458,5280419.637
1459,4177850.649
1460,4276554.156
1461,4543688.965
1462,4552733.338
1463,4036721.344
1464,4267153.74
1465,4148639.4
1466,5946886.342
1467,6195632.119
1468,4576528.263
1469,5011091.93
1470,5612138.277
1471,4530800.807
1472,6138266.179
1473,3367421.153
1474,5915886.77
1475,4135110.735
1476,4812678.573
1477,5816321.798
1478,4739927.788
1479,4786891.78
1480,5054170.442
1481,3949222.939
1482,4959324.241
1483,5397873.41
1484,5613980.449
1485,5057889.58
1486,5242380.522
1487,8056496.052
1488,4251959.029
1489,5759135.097
1490,3477646.701
1491,4592991.727
1492,4301589.478
1493,4497214.818
1494,6326659.7
1495,6076036.54
1496,6392657.688
1497,4368673.004
1498,3882556.024
1499,4752631.193
1500,4729520.265
1501,4645221.935
1502,5099351.207
1503,4890914.61
1504,6311296.624
1505,5627483.345
1506,3885487.552
1507,4825044.082
1508,4133214.644
1509,5845150.908
1510,3876665.584
1511,4964661.967
1512,6657015.637
1513,5115172.917
1514,5349473.812
1515,6488628.161
1516,6383571.215
1517,6129409.062
1518,5682786.611
1519,7388380.883
1520,5377108.073
1521,4568883.402
1522,6225182.688
1523,5240759.739
1524,5161713.112
1525,4259100.278
1526,4876219.478
1527,5718754.685
1528,4292614.394
1529,5572158.671
1530,4191874.188
1531,4755975.709
1532,4267992.366
1533,4402827.87
1534,5040175.312
1535,7185765.054
1536,5168160.804
1537,4800321.131
1538,4775144.737
1539,5419204.073
1540,4606884.326
1541,4143672.246
1542,6255736.046
1543,6013113.687
1544,7637309.623
1545,3724708.43
1546,3901421.178
1547,3279312.33
1548,6425976.866
1549,4439598.841
1550,5267274.201
1551,6396608.505
1552,3958825.396
1553,4693144.903
1554,3799892.629
1555,5836483.989
1556,4553987.49
1557,4366105.823
1558,4362760.19
1559,4342863.993
1560,6160160.085
1561,6262957.046
1562,2663467.176
1563,4596193.671
1564,5386501.768
1565,5503964.576
1566,3983915.068
1567,3632572.865
1568,2820005.767
1569,4954599.856
1570,3895006.55
1571,5414150.624
1572,6352874.499
1573,4711331.111
1574,4746855.81
1575,5840382.165
1576,4733333.689
1577,4006892.589
1578,4432651.754
1579,5724901.881
1580,3095001.392
1581,4059852.584
1582,4485173.703
1583,4997725.612
1584,5179510.026
1585,4433681.274
1586,3476421.85
1587,5493381.791
1588,4774741.764
1589,4313967.26
1590,4367761.39
1591,3988757.477
1592,5507328.856
1593,4936833.673
1594,5182464.301
1595,5257025.352
1596,3746039.227
1597,4111876.159
1598,4784467.773
1599,4342555.236
1600,6497319.155
1601,4308678.39
1602,4619299.64
1603,4692512.176
1604,6455457.739
1605,4080948.882
1606,4784134.574
1607,4844557.102
1608,5151767.158
1609,4983405.016
1610,5490386.412
1611,5128628.9
1612,3737218.922
1613,4526951.079
1614,4773677.463
1615,4498875.035
1616,5431531.311
1617,4651957.586
1618,5482804.709
1619,7466887.836
1620,4996521.565
1621,5876819.331
1622,4368443.453
1623,4674094.476
1624,5535060.018
1625,5108685.463
1626,5517641.711
1627,5365239.452
1628,5748767.987
1629,5128418.697
1630,4237035.761
1631,5826083.521
1632,5835068.691
1633,6702545.882
1634,5583662.188
1635,5253745.029
1636,4687388.352
1637,5036851.292
1638,2924991.202
1639,4990654.712
1640,4228113.212
1641,4339260.193
1642,5580180.133
1643,5019649.254
1644,4247991.204
1645,4842831.914
1646,4958044.661
1647,5158282.505
1648,3119088.201
1649,4361046.818
1650,4925573.395
1651,4990442.465
1652,3714550.273
1653,4738705.451
1654,4336172.977
1655,4343349.572
1656,4795440.86
1657,4367970.21
1658,4584622.228
1659,5115614.365
1660,4343734.259
1661,4768367.824
1662,4890469.256
1663,4571511.36
